image_id,phototype,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio,undertone
IMG_00345,Fair,212.425,169.844,119.409,213.84,172.247,119.751,10.357,6.694,4.781,13.534,84.621,192.091,75.33,14.619,21.668,3.069,2.371,1.583,49.455,1.4822,1.2507,1.779,Warm
IMG_00702,Medium,178.999,117.167,99.197,178.697,118.979,95.637,11.41,5.972,6.94,14.065,85.894,141.152,55.354,20.935,10.561,5.926,1.658,1.37,26.883,0.5045,1.5277,1.8045,Cool
IMG_00590,Medium,179.72,125.03,109.488,180.11,120.323,109.828,4.511,8.503,7.455,7.683,71.182,152.528,59.815,19.134,10.449,5.603,1.92,2.693,43.208,0.5461,1.4374,1.6415,Cool
IMG_00847,Fair,222.736,177.499,143.332,221.614,178.35,142.764,5.839,9.221,5.262,4.271,78.728,200.479,78.619,16.307,14.307,4.707,2.191,1.498,63.439,0.8773,1.2549,1.554,Cool
IMG_00713,Tan,145.462,98.829,74.913,144.194,99.423,75.073,10.838,10.075,7.85,6.395,102.791,113.474,44.5,19.39,13.733,2.95,2.117,3.172,-21.828,0.7083,1.4719,1.9417,Cool
IMG_00430,Tan,147.387,130.063,71.638,147.199,130.229,69.375,10.544,7.614,5.391,17.61,117.581,128.64,50.447,10.481,22.486,2.815,1.983,2.439,1.139,2.1453,1.1332,2.0574,Warm
IMG_00669,Fair,237.41,180.121,162.347,238.663,179.384,162.62,11.877,8.893,10.745,9.126,79.552,211.671,83.008,14.593,9.752,4.057,2.289,3.164,73.541,0.6682,1.3181,1.4624,Cool
IMG_00779,Medium,182.262,143.435,119.877,182.24,141.725,119.523,10.366,6.513,6.904,4.985,34.248,165.111,64.749,13.376,11.148,5.517,3.261,1.821,52.916,0.8335,1.2707,1.5204,Cool
IMG_00875,Fair,199.985,139.755,118.271,200.299,139.801,117.536,8.826,6.128,6.149,11.988,68.106,167.901,65.844,18.794,12.294,5.308,1.222,3.275,52.19,0.6541,1.431,1.6909,Cool
IMG_00307,Tan,137.259,113.189,68.242,137.627,113.192,67.411,7.168,4.894,6.686,17.629,97.33,120.139,47.113,14.129,18.455,3.542,3.305,3.181,-8.89,1.3062,1.2127,2.0114,Warm
IMG_00222,Medium,179.041,138.315,100.668,179.749,136.943,101.652,11.566,5.69,9.939,16.821,100.623,155.64,61.035,12.708,18.563,2.527,2.822,3.129,30.731,1.4607,1.2944,1.7785,Warm
IMG_01187,Fair,207.777,179.585,130.399,207.465,180.664,129.088,11.798,7.745,8.911,12.484,84.674,195.181,76.542,12.333,16.911,2.352,2.644,2.38,57.496,1.3712,1.157,1.5934,Neutral
IMG_00082,Fair,206.123,174.499,120.967,204.341,173.095,118.805,8.216,6.483,4.48,16.353,95.055,185.69,72.82,12.646,21.752,5.546,2.235,1.706,46.373,1.72,1.1812,1.704,Warm
IMG_01128,Fair,212.699,171.963,125.978,212.604,172.894,124.678,6.474,3.92,5.27,11.265,91.935,189.215,74.202,15.083,18.3,3.063,3.487,1.812,52.905,1.2133,1.2369,1.6884,Neutral
IMG_00462,Medium,176.249,115.31,98.194,177.094,112.828,98.302,7.643,8.387,6.41,3.984,86.319,139.854,54.845,19.954,12.422,2.64,2.116,2.708,21.306,0.6225,1.5285,1.7949,Cool
IMG_00351,Medium,175.424,133.734,95.802,176.443,132.204,96.617,10.893,10.095,7.389,14.643,80.873,151.566,59.437,13.904,18.818,3.409,1.738,1.329,26.634,1.3535,1.3117,1.8311,Warm
IMG_00479,Deep,112.522,73.127,61.267,113.351,70.133,58.028,4.008,8.8,10.889,6.745,104.501,90.178,35.364,12.834,9.238,5.24,2.258,3.55,-57.741,0.7198,1.5387,1.8366,Cool
IMG_01258,Fair,227.533,176.878,133.015,227.523,175.982,131.071,11.806,5.947,5.437,11.492,76.251,201.098,78.862,16.342,20.047,2.89,1.565,3.798,55.217,1.2267,1.2864,1.7106,Neutral
IMG_01231,Fair,201.426,164.74,127.408,201.647,164.488,127.408,10.953,3.773,4.592,11.925,89.972,185.187,72.622,14.052,17.232,3.29,1.995,3.404,52.703,1.2262,1.2227,1.5809,Neutral
IMG_00808,Fair,228.709,174.559,145.403,229.105,173.81,145.071,11.426,9.079,8.07,7.682,95.624,205.338,80.525,18.618,15.119,2.463,1.87,3.719,63.651,0.812,1.3102,1.5729,Cool
IMG_00788,Medium,187.005,130.165,107.485,186.498,130.707,106.121,7.039,9.137,8.398,10.574,74.063,156.039,61.192,19.75,12.901,3.747,2.7,1.337,40.942,0.6532,1.4367,1.7398,Cool
IMG_00535,Fair,203.42,156.445,132.372,205.474,155.671,134.043,7.53,3.959,6.511,11.163,73.266,182.19,71.447,16.38,14.515,5.059,3.305,2.275,55.91,0.8862,1.3003,1.5367,Cool
IMG_01056,Fair,219.217,181.838,132.479,221.404,182.603,132.682,9.206,9.192,6.757,12.528,80.08,197.499,77.451,13.753,19.708,2.498,3.362,2.618,54.324,1.433,1.2056,1.6547,Neutral
IMG_00504,Medium,179.228,121.442,94.045,179.078,120.277,92.422,10.802,6.538,10.464,8.164,106.607,143.426,56.246,21.719,15.15,4.361,2.649,3.398,22.404,0.6975,1.4758,1.9058,Cool
IMG_00945,Medium,190.22,146.103,112.209,189.183,147.209,113.052,10.807,4.586,3.614,9.661,91.505,163.496,64.116,16.59,16.93,4.761,1.426,1.5,39.821,1.0205,1.302,1.6952,Neutral
IMG_00819,Fair,227.086,175.651,149.633,225.734,176.428,151.295,4.729,7.58,8.088,8.195,83.244,203.025,79.618,17.377,13.655,4.915,2.951,3.204,65.249,0.7858,1.2928,1.5176,Cool
IMG_01280,Medium,173.413,132.636,106.006,173.759,131.516,104.754,8.408,4.278,9.572,12.414,88.791,147.778,57.952,12.658,12.511,5.042,3.087,1.695,32.44,0.9884,1.3074,1.6359,Neutral
IMG_00176,Fair,200.994,167.211,119.471,201.904,167.328,121.026,9.419,7.46,10.469,15.01,117.629,183.547,71.979,12.584,18.433,3.549,1.352,1.25,50.015,1.4648,1.202,1.6824,Warm
IMG_00232,Fair,210.52,177.324,124.593,210.739,178.742,125.17,10.202,5.898,8.208,15.125,73.687,192.714,75.574,12.658,21.237,2.768,1.536,3.639,50.294,1.6777,1.1872,1.6897,Warm
IMG_00262,Deep,106.011,81.694,36.483,105.882,83.734,36.001,6.635,8.354,9.247,13.52,115.302,84.525,33.147,12.6,20.667,3.216,3.067,1.964,-39.196,1.6403,1.2976,2.9058,Warm
IMG_00907,Fair,192.564,148.591,126.189,192.748,148.84,125.725,10.131,5.008,9.716,9.734,94.178,171.148,67.117,13.462,11.436,5.695,2.662,1.475,56.252,0.8495,1.2959,1.526,Neutral
IMG_01005,Medium,182.872,141.591,108.992,182.908,140.097,108.767,6.458,4.578,9.799,12.24,70.838,159.983,62.738,14.125,17.328,2.255,1.867,1.997,36.321,1.2267,1.2915,1.6778,Neutral
IMG_01054,Medium,158.173,123.171,90.611,157.547,120.984,89.306,6.807,8.882,9.975,12.825,76.758,138.821,54.44,10.848,15.109,3.459,2.409,1.505,16.375,1.3928,1.2842,1.7456,Neutral
IMG_01291,Fair,214.455,172.603,132.405,216.938,173.704,130.199,7.643,7.268,8.26,16.03,100.118,196.232,76.954,15.734,16.318,5.829,2.7,3.498,58.809,1.0371,1.2425,1.6197,Neutral
IMG_00893,Tan,137.962,84.108,75.963,140.336,82.44,76.839,5.54,4.198,9.075,9.662,90.285,104.21,40.867,18.903,8.628,5.545,2.697,1.575,-46.629,0.4565,1.6403,1.8162,Cool
IMG_00934,Fair,235.226,182.17,152.332,235.039,184.165,153.894,10.956,6.795,10.797,9.859,97.924,207.412,81.338,14.472,13.617,2.302,1.208,2.19,66.515,0.9409,1.2912,1.5442,Neutral
IMG_00278,Fair,223.378,192.041,128.113,224.318,191.305,128.349,10.744,6.621,8.814,14.754,109.969,207.172,81.244,10.911,26.551,4.927,1.6,2.139,49.642,2.4335,1.1632,1.7436,Warm
IMG_00846,Fair,234.63,172.365,145.35,233.764,173.169,144.217,11.772,10.104,5.495,11.766,68.385,201.521,79.028,17.005,14.912,2.905,3.402,2.392,62.81,0.8769,1.3612,1.6142,Cool
IMG_01140,Medium,160.636,127.491,101.524,159.11,126.356,104.12,9.484,6.773,3.918,11.169,65.955,147.402,57.805,12.189,13.621,5.674,3.455,2.321,29.813,1.1175,1.26,1.5822,Neutral
IMG_00632,Fair,215.756,161.399,137.536,215.868,161.834,136.128,4.172,8.671,10.691,5.952,98.536,185.977,72.932,16.53,10.746,5.449,1.586,2.05,64.893,0.6501,1.3368,1.5687,Cool
IMG_01115,Medium,191.382,141.255,114.411,190.831,139.207,115.992,10.281,3.715,7.894,12.89,79.982,164.478,64.501,15.445,11.643,4.378,3.336,1.945,51.239,0.7539,1.3549,1.6728,Neutral
IMG_00057,Tan,133.711,113.457,65.361,133.444,112.081,65.223,10.358,8.356,5.156,18.376,64.382,121.063,47.476,9.022,21.128,2.33,2.765,2.902,-6.813,2.3418,1.1785,2.0457,Warm
IMG_00667,Tan,153.369,98.04,84.335,152.322,96.469,84.837,5.67,10.11,3.645,14.415,76.641,120.363,47.201,19.061,10.875,5.862,1.543,3.331,-14.432,0.5705,1.5644,1.8186,Cool
IMG_01266,Medium,174.845,136.133,99.3,175.521,135.229,98.771,10.666,4.162,6.529,11.65,87.257,149.816,58.751,14.803,14.156,2.798,3.215,3.033,31.725,0.9563,1.2844,1.7608,Neutral
IMG_00576,Deep,105.763,63.265,43.835,104.147,63.024,43.349,4.192,8.85,7.857,2.022,63.683,75.155,29.473,16.191,11.675,4.502,1.319,1.749,-60.37,0.7211,1.6717,2.4128,Cool
IMG_01245,Tan,145.186,116.368,74.15,146.051,116.592,73.168,10.353,9.767,8.99,8.718,95.579,122.41,48.004,14.796,16.098,2.595,3.165,2.808,-7.068,1.088,1.2476,1.958,Neutral
IMG_00584,Deep,127.743,80.075,59.047,125.532,79.365,60.577,8.268,9.264,10.863,8.482,104.295,92.276,36.187,20.009,11.728,3.644,2.956,1.459,-49.667,0.5862,1.5953,2.1634,Cool
IMG_01111,Tan,147.672,118.309,74.537,148.518,116.913,73.786,5.339,6.667,7.331,13.083,75.927,131.613,51.613,12.926,16.226,4.127,3.086,2.545,5.677,1.2553,1.2482,1.9812,Neutral
IMG_00087,Fair,238.878,192.632,134.375,238.298,192.234,134.627,5.797,6.105,6.741,17.306,79.633,210.503,82.55,17.458,23.969,3.758,2.61,3.652,53.634,1.3729,1.2401,1.7777,Warm
IMG_00124,Medium,187.821,141.979,101.539,187.231,142.45,100.928,5.935,8.498,9.669,9.357,98.309,155.786,61.093,16.493,17.115,5.216,2.471,2.552,32.947,1.0377,1.3229,1.8497,Warm
IMG_01282,Tan,136.421,106.134,77.041,135.724,105.825,75.827,8.015,8.39,6.896,10.633,88.985,118.389,46.427,13.662,14.053,2.951,3.432,2.671,-14.264,1.0287,1.2854,1.7708,Neutral
IMG_00966,Deep,111.153,80.334,43.465,110.566,79.658,44.811,8.764,7.763,5.139,13.648,82.348,88.634,34.758,14.836,19.084,4.605,2.961,2.131,-38.614,1.2863,1.3836,2.5573,Neutral
IMG_00323,Deep,91.042,71.364,32.317,88.863,72.008,33.787,11.957,8.254,4.056,16.205,98.153,72.853,28.57,12.507,19.422,5.971,2.138,1.947,-47.814,1.5529,1.2757,2.8172,Warm
IMG_00944,Tan,151.812,104.475,81.751,153.644,104.049,80.6,9.64,4.077,6.167,13.493,99.512,124.757,48.924,15.233,15.358,3.736,1.799,1.649,-4.007,1.0082,1.4531,1.857,Neutral
IMG_01337,Tan,148.814,110.953,83.165,148.358,110.648,80.95,6.737,6.842,10.978,11.968,82.185,129.723,50.872,11.673,15.031,3.634,1.619,2.795,3.32,1.2877,1.3412,1.7894,Neutral
IMG_00614,Deep,86.6,61.995,46.681,87.692,63.806,48.023,9.702,9.674,6.284,11.798,81.867,71.276,27.952,11.008,10.83,2.301,3.404,2.331,-63.841,0.9838,1.3969,1.8552,Cool
IMG_01289,Fair,225.491,178.028,136.552,225.873,181.491,138.05,7.713,3.922,5.562,12.682,43.819,198.989,78.035,15.499,16.126,2.914,3.241,2.883,60.092,1.0405,1.2666,1.6513,Neutral
IMG_00887,Medium,192.893,136.779,128.214,193.549,138.501,128.052,6.085,10.196,9.327,7.841,61.526,166.932,65.463,16.202,8.143,5.148,2.635,3.382,62.229,0.5026,1.4103,1.5045,Cool
IMG_00853,Tan,180.601,128.738,105.206,178.498,130.9,106.259,6.974,7.826,7.816,10.862,88.51,149.818,58.752,18.798,12.961,3.577,1.905,2.258,34.03,0.6895,1.4029,1.7166,Cool
IMG_00129,Medium,151.916,125.966,80.608,153.181,125.097,80.753,8.761,3.569,6.981,13.506,91.075,137.763,54.025,13.762,16.009,5.854,2.394,2.962,14.112,1.1633,1.206,1.8846,Warm
IMG_00533,Tan,144.232,93.685,80.302,146.348,94.721,78.828,9.548,10.083,7.659,8.139,78.857,114.759,45.004,20.069,9.055,4.401,3.447,2.87,-28.889,0.4512,1.5395,1.7961,Cool
IMG_01104,Deep,81.325,49.568,22.198,82.408,47.985,22.01,4.59,9.657,5.39,11.862,66.103,54.084,21.209,16.174,13.733,2.089,1.512,2.914,-64.499,0.8491,1.6407,3.6636,Neutral
IMG_01031,Medium,185.084,133.837,103.257,182.938,134.377,102.142,9.26,5.109,4.287,12.564,86.723,158.239,62.055,15.841,16.012,2.109,1.872,2.229,36.974,1.0108,1.3829,1.7925,Neutral
IMG_01203,Fair,228.804,182.314,140.85,229.778,182.996,141.349,5.758,8.69,4.693,9.8,96.702,202.456,79.395,13.645,16.003,4.463,3.202,2.391,61.435,1.1728,1.255,1.6245,Neutral
IMG_01138,Deep,124.682,97.067,51.203,125.189,97.026,52.487,9.245,6.696,8.152,8.135,82.251,95.596,37.489,15.263,14.944,2.958,2.199,1.747,-39.937,0.9791,1.2845,2.435,Neutral
IMG_00429,Medium,174.204,134.659,108.28,174.046,133.713,105.965,9.89,7.499,4.001,18.416,95.54,150.97,59.204,14.982,13.273,2.466,2.572,1.915,34.739,0.8859,1.2937,1.6088,Warm
IMG_01164,Medium,200.768,148.501,117.546,200.394,145.47,117.7,10.744,4.726,10.282,10.436,88.345,167.756,65.787,17.871,14.578,3.763,2.865,3.317,47.279,0.8157,1.352,1.708,Neutral
IMG_00175,Tan,136.571,113.288,55.494,134.707,112.927,55.793,4.279,7.358,6.786,16.487,95.383,116.286,45.603,11.058,25.173,5.357,1.57,1.265,-9.909,2.2765,1.2055,2.461,Warm
IMG_00372,Fair,204.045,156.098,118.152,203.388,157.405,117.467,8.031,8.461,5.367,18.578,121.966,179.656,70.453,16.867,19.191,3.298,1.969,1.267,46.824,1.1378,1.3072,1.727,Warm
IMG_01151,Fair,210.308,169.48,117.755,210.126,169.887,117.712,8.586,7.745,4.767,15.646,91.678,185.016,72.555,15.017,21.062,5.431,3.341,3.215,46.96,1.4026,1.2409,1.786,Neutral
IMG_01156,Tan,144.337,103.948,71.998,146.156,102.954,72.376,9.361,6.928,6.778,9.036,88.356,119.559,46.886,14.95,15.529,3.161,2.08,2.109,-11.34,1.0388,1.3886,2.0047,Neutral
IMG_01064,Deep,119.582,75.837,52.002,119.954,77.084,51.592,5.403,8.374,10.827,9.982,119.281,89.986,35.289,16.208,13.434,5.0,1.855,2.292,-47.597,0.8289,1.5768,2.2996,Neutral
IMG_01311,Deep,106.064,68.508,42.64,105.117,68.585,40.97,10.914,10.462,4.87,12.904,99.948,77.184,30.268,15.951,13.435,3.219,2.663,3.106,-55.751,0.8422,1.5482,2.4874,Neutral
IMG_01336,Tan,153.276,116.061,86.014,153.444,117.446,85.717,8.52,6.28,5.512,7.963,65.533,129.621,50.832,15.301,13.608,5.736,2.769,2.93,3.497,0.8893,1.3207,1.782,Neutral
IMG_00807,Fair,238.821,179.518,147.225,239.282,177.18,148.748,11.737,3.993,7.035,7.668,72.64,206.821,81.106,18.722,13.823,4.193,1.414,2.181,66.041,0.7383,1.3303,1.6221,Cool
IMG_00030,Medium,160.249,138.274,89.574,161.592,137.498,88.276,4.857,6.632,7.495,19.619,90.517,143.024,56.088,10.167,23.404,2.97,1.819,2.181,14.58,2.3021,1.1589,1.789,Warm
IMG_00986,Medium,168.337,139.118,104.633,167.508,137.968,103.943,10.939,7.692,9.228,12.834,55.347,155.583,61.013,9.665,13.131,5.827,2.681,3.755,39.986,1.3587,1.21,1.6088,Neutral
IMG_00665,Medium,166.832,128.494,97.189,166.553,128.278,96.609,11.165,9.028,4.965,8.313,56.918,142.232,55.777,15.05,12.961,4.399,1.964,1.224,24.025,0.8612,1.2984,1.7166,Cool
IMG_00241,Deep,109.107,86.275,53.749,109.199,86.424,52.219,8.805,4.664,6.348,16.425,88.393,87.974,34.5,13.874,14.036,4.469,3.431,3.092,-47.838,1.0117,1.2646,2.0299,Warm
IMG_01082,Medium,171.272,142.608,104.286,170.182,143.191,103.24,7.72,8.074,7.033,13.958,76.353,158.129,62.012,11.068,16.098,2.574,2.368,3.558,36.729,1.4544,1.201,1.6423,Neutral
IMG_00032,Fair,213.302,175.887,128.962,213.242,176.488,127.789,4.896,6.285,10.771,14.697,79.448,195.262,76.573,12.069,20.408,5.462,3.079,1.871,52.476,1.691,1.2127,1.654,Warm
IMG_00364,Tan,160.378,131.809,80.597,161.001,130.472,79.84,8.642,9.828,5.901,16.957,87.908,140.374,55.049,11.746,20.006,4.681,1.632,2.824,14.163,1.7032,1.2167,1.9899,Warm
IMG_00211,Deep,133.187,99.925,61.289,131.851,102.049,58.12,5.14,6.175,7.66,17.806,65.523,108.29,42.467,14.812,17.677,2.307,1.21,2.943,-23.082,1.1934,1.3329,2.1731,Warm
IMG_00313,Medium,181.38,151.809,96.931,184.442,152.59,95.874,4.689,7.414,7.271,18.178,73.001,163.69,64.192,10.911,20.38,2.578,2.217,2.069,34.853,1.8678,1.1948,1.8712,Warm
IMG_01250,Deep,103.36,67.402,50.884,104.601,68.728,50.657,8.5,7.704,7.808,13.462,76.413,77.402,30.354,16.491,10.216,2.327,2.742,2.421,-62.527,0.6195,1.5335,2.0313,Neutral
IMG_00913,Tan,142.159,112.825,72.84,143.064,114.385,72.898,4.348,6.503,9.217,9.722,93.116,122.679,48.109,15.443,16.897,5.813,3.467,2.297,-6.384,1.0942,1.26,1.9517,Neutral
IMG_01225,Fair,212.529,175.87,125.091,213.943,175.398,125.562,6.034,3.654,10.608,12.622,112.282,191.692,75.173,15.317,18.695,2.065,3.095,1.64,53.401,1.2206,1.2084,1.699,Neutral
IMG_00353,Tan,147.805,130.261,86.2,147.868,129.276,88.07,11.207,8.219,8.25,18.622,92.759,141.91,55.651,8.718,19.783,2.398,2.59,1.514,15.942,2.2693,1.1347,1.7147,Warm
IMG_01304,Medium,182.901,145.675,97.549,184.935,146.257,98.799,11.219,5.57,3.569,13.782,91.223,157.262,61.671,15.671,17.118,2.787,1.452,2.029,34.288,1.0923,1.2555,1.875,Neutral
IMG_00071,Medium,166.706,143.378,98.711,166.403,143.848,98.485,10.119,9.191,8.886,12.628,121.017,150.917,59.183,13.456,17.343,5.822,1.242,1.709,27.901,1.2888,1.1627,1.6888,Warm
IMG_00514,Medium,173.192,106.496,91.024,173.904,105.383,92.57,11.672,7.017,10.377,4.569,75.11,133.17,52.224,21.938,10.528,4.827,2.862,1.421,11.926,0.4799,1.6263,1.9027,Cool
IMG_01092,Fair,219.551,173.146,136.857,218.74,172.425,137.305,5.274,5.264,9.387,13.354,84.36,195.153,76.531,15.657,16.649,3.735,1.664,2.893,57.891,1.0633,1.268,1.6042,Neutral
IMG_00965,Tan,157.268,118.268,86.997,157.092,118.832,86.123,5.723,7.263,9.749,9.398,87.646,134.18,52.619,15.056,17.333,3.294,1.781,1.925,8.594,1.1512,1.3298,1.8077,Neutral
IMG_00240,Fair,213.819,171.028,126.634,214.504,170.15,128.902,5.572,4.982,3.811,15.384,71.977,189.561,74.338,14.683,22.517,3.288,2.487,3.431,47.225,1.5336,1.2502,1.6885,Warm
IMG_01067,Deep,104.034,68.245,39.028,103.449,66.036,38.936,11.059,6.026,8.154,12.809,73.975,78.714,30.868,17.904,15.273,4.664,2.998,1.675,-51.399,0.8531,1.5244,2.6656,Neutral
IMG_00434,Medium,170.247,155.162,99.838,167.065,154.699,97.352,6.96,8.685,9.381,16.075,64.744,160.928,63.109,6.414,21.538,5.053,2.862,1.732,31.327,3.358,1.0972,1.7052,Warm
IMG_00595,Tan,138.074,91.229,78.816,137.334,89.908,80.683,5.692,6.254,3.981,6.049,73.598,110.515,43.339,15.674,7.345,2.905,3.024,3.291,-42.201,0.4686,1.5135,1.7519,Cool
IMG_00698,Medium,188.537,130.966,115.085,188.239,130.462,115.111,5.366,3.757,4.892,5.038,105.679,156.67,61.439,17.628,9.058,5.06,2.132,3.469,51.628,0.5138,1.4396,1.6382,Cool
IMG_00725,Medium,175.114,114.11,100.626,175.711,113.475,102.289,6.172,3.732,7.378,14.464,88.228,139.456,54.689,22.194,7.679,2.787,2.943,2.867,31.407,0.346,1.5346,1.7403,Cool
IMG_00766,Tan,121.414,84.1,70.593,122.541,83.95,71.634,5.889,6.139,7.3,7.54,88.089,101.712,39.887,13.734,9.188,4.113,3.244,2.189,-47.743,0.669,1.4437,1.7199,Cool
IMG_00573,Deep,112.196,62.739,50.011,110.191,65.247,50.041,8.615,9.484,10.807,8.477,74.307,79.499,31.176,18.417,8.363,3.758,1.339,3.148,-66.045,0.4541,1.7883,2.2434,Cool
IMG_00599,Tan,157.573,112.793,87.579,157.502,112.849,87.869,10.233,8.574,3.946,9.083,92.881,131.194,51.448,17.977,14.315,4.326,1.499,3.715,5.778,0.7963,1.397,1.7992,Cool
IMG_00468,Fair,228.958,170.255,141.479,229.696,171.958,141.831,7.318,10.012,9.387,8.294,53.252,195.52,76.674,16.19,12.605,2.8,1.501,2.957,64.708,0.7786,1.3448,1.6183,Cool
IMG_00049,Deep,108.908,69.407,42.171,107.289,70.11,43.027,6.522,7.276,9.43,17.102,76.235,78.809,30.905,15.45,14.46,3.275,2.64,3.504,-52.865,0.9359,1.5691,2.5825,Warm
IMG_01213,Tan,150.518,101.185,75.234,149.028,101.859,73.324,10.412,7.176,5.312,8.758,71.79,119.558,46.886,17.435,17.177,2.827,2.113,3.436,-10.277,0.9852,1.4875,2.0006,Neutral
IMG_00114,Fair,210.742,167.281,120.736,211.715,165.972,120.243,6.551,7.575,6.284,19.063,90.499,185.246,72.645,15.701,19.635,4.404,2.823,2.99,49.072,1.2505,1.2598,1.7455,Warm
IMG_00156,Tan,154.837,129.462,73.671,154.086,130.947,73.123,7.61,4.784,9.912,16.819,102.005,132.176,51.834,14.117,24.043,5.53,2.273,1.397,4.362,1.7031,1.196,2.1017,Warm
IMG_00821,Tan,159.708,113.217,93.289,160.237,110.146,92.649,7.394,6.947,9.923,7.408,71.096,136.833,53.66,15.64,13.136,4.093,2.034,1.844,15.569,0.8399,1.4106,1.712,Cool
IMG_00483,Fair,228.791,171.841,148.266,229.833,174.155,147.685,9.455,10.455,5.243,8.464,79.538,199.069,78.066,16.464,11.85,4.496,2.259,1.303,67.109,0.7198,1.3314,1.5431,Cool
IMG_00793,Fair,243.926,181.126,142.909,245.821,181.734,143.0,9.31,8.282,7.112,7.82,96.882,208.895,81.919,22.881,17.106,4.668,1.384,3.414,61.812,0.7476,1.3467,1.7069,Cool
IMG_01143,Fair,209.383,176.076,132.754,209.936,175.875,133.377,10.0,8.058,8.992,13.296,88.613,194.84,76.408,10.858,17.173,2.352,2.872,1.555,56.965,1.5815,1.1892,1.5772,Neutral
IMG_00482,Tan,127.447,89.739,71.417,125.388,90.025,70.408,6.557,4.673,5.472,8.2,85.135,104.445,40.959,15.563,9.283,2.143,2.82,2.48,-44.243,0.5965,1.4202,1.7845,Cool
IMG_00850,Deep,106.639,69.919,49.157,105.905,70.752,50.026,7.852,8.084,4.92,6.029,66.077,82.898,32.509,18.559,13.635,4.134,1.931,2.569,-52.062,0.7347,1.5252,2.1694,Cool
IMG_00707,Fair,209.742,155.208,125.684,209.396,155.286,125.923,7.359,4.86,6.617,10.266,81.649,182.253,71.472,17.704,14.831,3.537,2.898,3.213,55.367,0.8377,1.3514,1.6688,Cool
IMG_01340,Medium,178.219,131.757,104.769,179.744,132.672,104.074,8.62,9.465,6.423,11.898,72.203,150.94,59.192,19.93,16.616,4.065,1.225,3.253,28.952,0.8337,1.3526,1.7011,Neutral
IMG_00340,Fair,224.74,178.026,135.931,224.616,176.501,135.477,4.226,5.213,10.111,16.901,90.02,199.558,78.258,15.975,17.404,3.664,2.857,3.588,58.372,1.0894,1.2624,1.6533,Warm
IMG_01335,Fair,206.489,160.353,122.007,205.311,159.936,119.253,4.976,4.592,7.58,12.446,78.879,180.612,70.828,16.016,16.05,3.097,1.711,2.697,52.383,1.0021,1.2877,1.6924,Neutral
IMG_00199,Fair,226.695,193.104,139.304,228.397,191.198,137.637,10.809,10.203,7.743,16.609,71.645,211.416,82.908,12.055,21.189,4.058,1.396,2.627,57.224,1.7577,1.174,1.6273,Warm
IMG_01334,Fair,207.195,158.36,126.05,207.948,159.121,124.533,10.084,7.174,4.021,15.137,95.104,181.87,71.322,14.898,14.826,3.304,1.401,3.771,55.188,0.9952,1.3084,1.6438,Neutral
IMG_00701,Deep,127.171,74.154,51.892,126.033,74.301,52.043,8.749,9.141,6.706,8.091,87.352,87.038,34.132,19.978,11.816,2.454,2.198,2.389,-53.327,0.5914,1.715,2.4507,Cool
IMG_00271,Deep,98.685,73.152,23.984,99.31,72.171,23.343,6.289,7.983,5.856,18.735,107.729,70.995,27.841,14.525,22.395,5.832,1.277,2.707,-44.696,1.5419,1.349,4.1147,Warm
IMG_00631,Medium,171.399,132.809,110.607,169.067,131.962,109.464,9.394,5.853,4.773,8.815,99.879,150.665,59.084,13.588,10.189,4.323,2.312,3.095,41.719,0.7499,1.2906,1.5496,Cool
IMG_00671,Fair,232.91,170.461,151.654,233.779,169.774,150.181,9.881,5.533,5.776,3.388,87.8,200.532,78.64,17.332,9.601,5.132,1.882,2.663,71.466,0.554,1.3664,1.5358,Cool
IMG_00108,Medium,200.673,167.263,128.851,202.251,169.868,128.64,8.734,8.418,5.281,17.125,119.726,182.963,71.75,12.061,16.663,4.049,1.44,2.2,52.543,1.3816,1.1997,1.5574,Warm
IMG_01159,Fair,218.97,183.719,129.785,218.4,183.568,130.219,4.322,3.983,8.851,12.239,97.442,200.052,78.452,11.811,19.605,2.098,2.533,3.385,55.43,1.66,1.1919,1.6872,Neutral
IMG_00298,Medium,186.376,146.784,99.73,186.629,148.78,100.096,7.03,9.402,8.332,14.86,118.855,161.704,63.413,14.089,18.514,4.603,3.194,3.524,35.923,1.3141,1.2697,1.8688,Warm
IMG_01263,Tan,141.6,102.744,74.87,141.636,99.554,75.18,7.381,7.873,10.045,11.152,100.144,118.461,46.455,14.691,15.295,3.824,3.06,3.236,-13.048,1.0411,1.3782,1.8913,Neutral
IMG_01321,Medium,181.182,140.735,104.619,180.548,139.719,104.593,10.096,4.756,5.275,12.594,101.686,158.544,62.174,13.563,16.697,3.579,1.924,2.036,36.096,1.2311,1.2874,1.7318,Neutral
IMG_00371,Medium,180.088,145.463,104.085,179.073,146.523,104.64,9.299,4.608,8.661,11.882,73.882,160.752,63.04,11.902,19.681,2.513,2.178,1.843,33.527,1.6536,1.238,1.7302,Warm
IMG_00989,Tan,152.046,123.391,92.805,151.787,125.733,92.438,10.518,6.656,7.69,16.843,90.687,137.125,53.775,12.748,16.654,2.011,2.041,1.561,12.77,1.3064,1.2322,1.6383,Neutral
