image_path,source_dataset,original_label,undertone_label,face_detected,quality_score,total_sampled_pixels,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio
swatch_FENTY_BEAUTY_by_Rihanna_#FFDEC3,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 100 for very fair skin with neutral,neutral,True,95.0,80,253.713,221.213,194.912,254.0,221.0,195.0,1.719,2.407,2.541,13.4,59.013,253.713,90.265,7.312,17.038,0.61,1.419,1.616,67.065,2.3299,1.1469,1.3017
swatch_Rare_Beauty_by_Selena_Gomez_#F3C3A8,pudding_foundation_shades,Rare Beauty by Selena Gomez - 160C light with cool pink undertone,cool,True,95.0,80,243.375,194.363,167.338,243.5,195.0,167.0,2.487,2.486,2.505,10.65,79.675,243.375,82.26,13.775,20.275,0.642,1.565,1.573,57.851,1.4719,1.2522,1.4544
swatch_MAC_#925B37,pudding_foundation_shades,MAC - NC60 (rich coffee w/ neutral undert,warm,True,95.0,80,145.463,90.438,53.862,145.0,91.0,54.0,2.987,2.88,2.582,12.012,160.562,145.463,43.868,18.9,30.275,0.805,2.234,1.666,-11.451,1.6019,1.6084,2.7006
swatch_Givenchy_#AE8C82,pudding_foundation_shades,Givenchy - N312 medium with neutral undertones,neutral,True,95.0,80,173.325,139.425,129.875,173.0,139.0,130.0,2.787,1.961,2.512,6.6,63.875,173.325,60.951,11.387,9.975,0.581,1.67,1.541,47.67,0.876,1.2431,1.3346
swatch_LAWLESS_#E6B29F,pudding_foundation_shades,LAWLESS - Mirage fair with neutral golden und,neutral,True,95.0,80,229.6,177.275,158.225,229.0,177.0,158.0,2.99,2.603,2.49,7.987,79.225,229.6,76.613,16.413,17.113,0.688,1.875,1.581,57.258,1.0427,1.2952,1.4511
swatch_bareMinerals_#A86D46,pudding_foundation_shades,bareMinerals - Warm Dark 26 (dark warm skin with g,warm,True,95.0,80,167.35,108.3,69.425,167.0,108.0,70.0,2.53,2.4,2.664,11.963,149.175,167.35,51.309,19.425,31.212,0.649,1.876,1.641,2.401,1.6068,1.5452,2.4105
swatch_FENTY_BEAUTY_by_Rihanna_#DDB08E,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 260 for medium skin with neutral un,neutral,True,95.0,80,220.575,175.287,141.575,220.0,175.0,142.0,2.738,2.409,2.464,12.85,91.25,220.575,74.922,11.9,23.525,0.673,1.751,1.525,46.651,1.9769,1.2584,1.558
swatch_VDL_#CA9B71,pudding_foundation_shades,VDL - A05.5 Warm Undertone,warm,True,95.0,80,201.15,154.375,112.375,201.0,154.0,112.5,2.924,2.537,2.353,14.25,112.513,201.15,67.25,12.062,28.775,0.782,1.607,1.541,30.942,2.3855,1.303,1.79
swatch_UOMA_Beauty_#AD6238,pudding_foundation_shades,UOMA Beauty - Brown Sugar - T4W (for brown skin w,warm,True,95.0,80,173.45,97.125,55.275,173.0,97.0,55.0,2.588,2.379,2.377,10.65,173.637,173.45,49.299,27.163,36.663,0.674,1.714,1.589,-1.095,1.3497,1.7858,3.1379
swatch_MILK_MAKEUP_#F5CBB3,pudding_foundation_shades,MILK MAKEUP - Buff fair with neutral undertones,neutral,True,95.0,80,244.6,201.863,178.575,245.0,202.0,179.0,2.533,2.494,2.796,10.562,68.85,244.6,84.451,11.762,17.275,0.688,1.468,1.541,63.369,1.4687,1.2117,1.3697
swatch_Too_Faced_#D2AD8D,pudding_foundation_shades,Too Faced - Sand medium w/ golden undertones,warm,True,95.0,80,209.775,172.25,140.613,210.0,172.0,140.5,2.72,2.547,2.385,13.8,84.025,209.775,73.088,9.188,21.35,0.735,1.605,1.566,47.24,2.3238,1.2179,1.4919
swatch_La_Mer_#B18D74,pudding_foundation_shades,La Mer - 440 Amber - Deep Skin with Warm Und,warm,True,95.0,80,176.5,140.85,115.875,177.0,141.0,116.0,2.739,2.47,2.4,12.325,87.575,176.5,61.314,9.875,18.438,0.694,1.749,1.709,31.534,1.8671,1.2531,1.5232
swatch_ULTA_#D8B58F,pudding_foundation_shades,ULTA - Fair To Light Warm,warm,True,95.0,80,215.7,180.175,142.688,216.0,180.0,143.0,2.547,2.407,2.171,15.387,86.325,215.7,75.672,7.475,23.962,0.714,1.508,1.346,46.972,3.2057,1.1972,1.5117
data/raw/personal_color_faces/train/겨울 쿨톤/wnt (25).jpg,personal_color_faces,Winter Cool Tone,cool,True,99.0,10973,214.536,187.636,177.225,215.0,188.0,177.0,12.286,11.457,12.179,8.396,44.411,214.536,78.138,7.93,8.763,4.204,1.717,1.541,72.702,1.1051,1.1434,1.2105
data/raw/personal_color_faces/train/봄 웜톤/spr (35).JPG,personal_color_faces,Spring Warm Tone,warm,True,62.0,22624,159.683,138.31,123.377,154.0,133.0,117.0,48.827,46.534,48.017,12.573,63.229,159.683,58.629,5.692,11.126,18.128,2.794,2.626,37.795,1.9545,1.1545,1.2943
swatch_Catrice_#D7A67E,pudding_foundation_shades,Catrice - Warm Driftwood 039,warm,True,95.0,80,215.225,165.55,125.125,215.0,166.0,125.0,2.89,2.559,2.605,13.45,106.763,215.225,71.657,13.025,27.988,0.688,1.83,1.537,37.733,2.1488,1.3001,1.7201
swatch_MAC_#DCBDA4,pudding_foundation_shades,MAC - NW18 (beige w/ neutral undertone fo,cool,True,95.0,80,219.75,188.575,163.3,220.0,188.0,163.0,2.745,2.499,2.436,13.425,65.513,219.75,78.559,7.263,16.887,0.661,1.869,1.525,59.403,2.3253,1.1653,1.3457
swatch_Too_Faced_#DC976D,pudding_foundation_shades,Too Faced - Warm Nude (very light with neutral ,neutral,True,95.0,80,219.188,150.713,108.362,219.0,151.0,108.0,2.66,2.232,2.341,11.5,128.95,219.188,68.265,21.0,32.6,0.622,1.62,1.454,29.26,1.5524,1.4543,2.0227
swatch_e.l.f._Cosmetics_#DDA978,pudding_foundation_shades,e.l.f. Cosmetics - Buff (light w/ peachy undertones),warm,True,95.0,80,220.375,168.75,119.725,220.0,168.0,120.0,2.717,2.596,2.655,14.65,116.425,220.375,72.892,12.925,32.6,0.76,1.587,1.48,35.077,2.5222,1.3059,1.8407
swatch_Too_Faced_#E4AD88,pudding_foundation_shades,Too Faced - Golden Beige light with golden unde,warm,True,95.0,80,227.463,172.75,135.7,228.0,173.0,136.0,2.941,2.547,2.293,12.113,102.812,227.463,74.853,15.287,26.788,0.727,1.79,1.446,42.855,1.7522,1.3167,1.6762
swatch_VDL_#C38F68,pudding_foundation_shades,VDL - V07 Cool Undertone,cool,True,95.0,80,194.887,142.5,103.525,195.0,143.0,104.0,2.627,2.598,2.579,12.75,119.487,194.887,63.441,15.125,28.538,0.693,1.913,1.573,25.22,1.8868,1.3676,1.8825
swatch_Tarte_#D69775,pudding_foundation_shades,Tarte - 29N Light-Medium Neutral (light to ,neutral,True,95.0,80,213.875,151.0,116.125,214.0,151.0,116.0,2.865,2.802,2.566,10.675,116.513,213.875,67.824,19.413,27.812,0.746,1.928,1.754,32.654,1.4327,1.4164,1.8418
swatch_Charlotte_Tilbury_#B07A62,pudding_foundation_shades,Charlotte Tilbury - 15 Warm for deep skin with warm und,warm,True,95.0,80,175.6,121.562,98.162,176.0,122.0,98.0,2.746,2.77,2.517,9.025,112.438,175.6,55.985,18.212,21.288,0.768,1.967,1.682,15.704,1.1688,1.4445,1.7889
data/raw/personal_color_faces/train/겨울 쿨톤/wnt (18).jpg,personal_color_faces,Winter Cool Tone,cool,True,95.0,755,231.479,204.343,220.607,239.0,222.0,229.0,22.598,33.939,19.667,159.034,33.236,233.49,85.044,12.368,-4.368,9.448,14.244,5.18,89.837,-0.3532,1.1328,1.0493
swatch_Laura_Mercier_#FAC186,pudding_foundation_shades,Laura Mercier - 7 medium beige with yellow underton,warm,True,95.0,80,249.075,192.662,133.213,249.0,192.0,133.0,2.774,2.534,2.7,15.412,118.55,249.075,81.819,13.113,37.65,0.666,1.83,1.689,40.202,2.8713,1.2928,1.8698
swatch_Clinique_#E5B88D,pudding_foundation_shades,"Clinique - WN 12 Meringue (very fair, warm-neu",neutral,True,95.0,80,228.438,183.2,140.988,228.0,183.0,141.0,2.902,2.477,2.527,14.45,97.575,228.438,77.608,10.713,27.688,0.719,1.726,1.707,44.917,2.5846,1.2469,1.6203
swatch_Natasha_Denona_#C89F85,pudding_foundation_shades,Natasha Denona - #70WN medium with warm-neutral unde,neutral,True,95.0,80,199.35,158.775,132.375,199.0,159.0,132.0,3.309,2.72,2.507,11.863,85.588,199.35,68.529,11.287,19.525,0.771,2.081,1.71,43.501,1.7298,1.2556,1.5059
swatch_Laura_Mercier_#E2C2A6,pudding_foundation_shades,Laura Mercier - Cashew Beige light-medium with neut,neutral,True,95.0,80,225.05,194.2,165.562,225.0,194.0,166.0,2.655,2.921,2.413,14.463,67.45,225.05,80.475,6.675,18.475,0.798,1.745,1.405,58.775,2.7678,1.1589,1.3593
swatch_Too_Faced_#D7B586,pudding_foundation_shades,Too Faced - Light Beige (light w/ neutral under,neutral,True,95.0,80,214.387,180.662,133.775,214.0,181.0,134.0,2.557,2.334,2.636,17.488,95.888,214.387,75.51,5.638,28.375,0.635,1.683,1.698,41.956,5.0333,1.1867,1.6026
swatch_SEPHORA_COLLECTION_#DA9E70,pudding_foundation_shades,SEPHORA COLLECTION - 25.5 Y for light-medium skin with y,warm,True,95.0,80,217.875,157.637,111.525,218.0,158.0,111.5,2.83,2.192,2.627,13.037,124.487,217.875,69.794,17.038,32.888,0.629,1.6,1.718,31.043,1.9303,1.3821,1.9536
swatch_Morphe_#E9C6A0,pudding_foundation_shades,Morphe - F1.70 Neutral (fair w/ slightly pea,neutral,True,95.0,80,232.125,197.512,159.425,232.0,198.0,159.0,2.754,2.632,2.453,15.738,79.9,232.125,81.824,6.825,23.688,0.691,1.863,1.632,53.338,3.4707,1.1752,1.456
swatch_Morphe_#D0A271,pudding_foundation_shades,Morphe - F2.30 Warm (light medium w/ golden ,warm,True,95.0,80,208.162,162.062,112.713,209.0,162.0,112.0,2.956,2.436,2.807,15.537,116.862,208.162,69.887,10.762,32.138,0.746,1.697,1.822,31.75,2.9861,1.2845,1.8468
swatch_Guerlain_#EAC6A9,pudding_foundation_shades,Guerlain - 02C light cool,cool,True,95.0,80,233.675,198.0,168.6,234.0,198.0,169.0,2.381,2.52,2.513,13.613,71.062,233.675,82.26,8.35,19.438,0.677,1.689,1.65,58.93,2.3278,1.1802,1.386
swatch_NUDESTIX_#9B6862,pudding_foundation_shades,NUDESTIX - Deep 10 rich tan with neutral under,neutral,True,95.0,80,154.525,103.45,97.838,154.0,104.0,98.0,2.495,2.534,2.294,14.238,93.65,154.525,49.044,19.863,11.512,0.724,1.664,1.796,-4.746,0.5796,1.4937,1.5794
swatch_VDL_#966952,pudding_foundation_shades,VDL - A07 Cool Rich Brown,cool,True,95.0,80,149.537,104.213,81.338,150.0,104.0,81.0,3.021,2.621,2.361,10.037,116.263,149.537,48.275,15.287,20.163,0.692,2.203,1.47,-4.891,1.3189,1.4349,1.8385
swatch_Dose_Of_Colors_#B6733F,pudding_foundation_shades,Dose Of Colors - 126 Medium Tan (medium tan w/ warm ,warm,True,95.0,80,181.188,114.45,62.962,182.0,114.5,63.0,2.771,2.339,2.492,13.088,166.338,181.188,54.441,21.475,38.862,0.695,1.643,1.595,6.519,1.8097,1.5831,2.8777
swatch_COVER_FX_#D5AB90,pudding_foundation_shades,COVER FX - N50 (medium to tan skin w/ neutral ,neutral,True,95.0,80,212.15,170.925,143.775,212.5,171.0,144.0,3.115,2.339,2.382,11.912,82.15,212.15,73.025,11.238,19.663,0.628,1.932,1.589,49.503,1.7497,1.2412,1.4756
swatch_It_Cosmetics_#FCEBDB,pudding_foundation_shades,It Cosmetics - Fair Light (ivory pink),cool,True,95.0,80,251.45,234.625,218.188,252.0,235.0,218.0,2.318,2.32,2.208,14.863,33.675,251.45,93.907,2.987,10.05,0.578,1.504,1.413,77.107,3.364,1.0717,1.1524
swatch_Clinique_#E6AE89,pudding_foundation_shades,"Clinique - CN 52 Neutral (moderately fair, coo",neutral,True,95.0,80,229.425,173.55,136.838,230.0,174.0,137.0,2.742,2.573,2.772,11.887,102.85,229.425,75.289,15.713,26.788,0.724,1.704,1.641,43.352,1.7049,1.322,1.6766
swatch_Wander_Beauty_#FCCAAC,pudding_foundation_shades,Wander Beauty - Tan tan with warm olive undertones,warm,True,95.0,80,251.213,201.775,171.425,251.0,202.0,171.5,2.728,2.688,2.438,11.4,80.95,251.213,84.897,13.363,21.788,0.676,1.892,1.571,58.022,1.6305,1.245,1.4654
swatch_COVER_FX_#AE7D65,pudding_foundation_shades,COVER FX - N85 (medium brown skin w/ neutral u,neutral,True,95.0,80,173.412,124.95,100.787,173.0,125.0,101.0,2.978,2.097,2.333,10.012,106.775,173.412,56.652,15.65,20.613,0.638,1.74,1.453,17.886,1.3171,1.3879,1.7206
swatch_Dior_#F1D1B3,pudding_foundation_shades,Dior - 2 Warm,warm,True,95.0,80,240.475,208.575,178.425,241.0,209.0,179.0,2.559,2.365,2.81,14.625,65.775,240.475,85.696,6.688,19.062,0.644,1.655,1.528,61.897,2.8505,1.1529,1.3478
swatch_MAC_#D39860,pudding_foundation_shades,MAC - NC38 (medium beige w/ peach underto,warm,True,95.0,80,209.925,151.738,95.575,210.0,152.0,96.0,2.774,2.649,2.747,14.787,138.875,209.925,67.26,15.588,37.938,0.744,1.835,1.919,24.463,2.4338,1.3835,2.1964
data/raw/personal_color_faces/train/겨울 쿨톤/wnt (4).PNG,personal_color_faces,Winter Cool Tone,cool,True,98.0,3502,185.72,147.475,131.728,189.0,151.0,134.0,10.872,11.761,12.75,8.72,74.483,185.72,64.251,12.044,13.848,4.312,1.973,1.83,45.821,1.1498,1.2593,1.4099
swatch_HOURGLASS_#654231,pudding_foundation_shades,"HOURGLASS - Chestnut (deep, neutral undertone)",neutral,True,95.0,80,99.812,65.55,48.737,100.0,65.5,48.0,2.946,2.434,2.339,9.863,130.4,99.812,31.343,12.688,16.262,0.784,2.113,1.723,-48.923,1.2818,1.5227,2.048
data/raw/personal_color_faces/train/여름 쿨톤/smr (25).JPG,personal_color_faces,Summer Cool Tone,cool,True,94.0,4757,197.147,168.516,151.324,194.0,167.0,152.0,26.093,22.57,21.086,10.671,58.48,197.147,71.082,7.839,12.736,8.525,2.657,6.171,58.864,1.6247,1.1699,1.3028
swatch_Kosas_#8C4C31,pudding_foundation_shades,Kosas - Tone 9.5 deep dark with neutral und,neutral,True,95.0,80,139.375,75.537,49.062,139.0,75.0,49.0,3.318,2.645,2.527,8.825,165.15,139.375,39.353,24.413,27.425,0.659,2.381,1.687,-21.217,1.1234,1.8451,2.8408
swatch_Pacifica_#EBC097,pudding_foundation_shades,Pacifica - 33NL Neutral Light (light w/ yellow,neutral,True,95.0,80,234.363,191.875,150.787,234.5,192.0,151.0,3.042,2.786,2.322,14.738,90.875,234.363,80.5,9.6,26.4,0.734,1.848,1.693,49.121,2.75,1.2214,1.5543
swatch_Laura_Mercier_#F2C5AF,pudding_foundation_shades,Laura Mercier - Dune light medium w/ neutral undert,neutral,True,95.0,80,241.787,196.25,174.762,241.0,196.0,174.5,2.63,2.261,2.642,9.588,70.662,241.787,82.721,13.137,16.9,0.612,1.679,1.693,62.684,1.2864,1.232,1.3835
swatch_MAC_#673023,pudding_foundation_shades,MAC - NW60 (rich espresso w/ red underton,cool,True,95.0,80,102.188,46.95,34.413,102.0,47.0,35.0,3.099,2.307,2.867,5.525,169.05,102.188,26.75,23.637,19.562,0.784,1.872,2.196,-49.923,0.8276,2.1765,2.9695
swatch_Guerlain_#D8B092,pudding_foundation_shades,Guerlain - 04N medium,neutral,True,95.0,80,215.15,175.113,145.637,215.0,175.0,146.0,2.721,2.419,2.656,12.713,82.35,215.15,74.392,10.338,20.575,0.694,1.695,1.664,49.852,1.9903,1.2286,1.4773
swatch_Tarte_#EDA87E,pudding_foundation_shades,Tarte - 33N Medium Neutral (medium skin w/ ,neutral,True,95.0,80,236.75,167.213,125.8,237.0,167.0,126.0,3.031,2.606,2.704,11.25,119.525,236.75,74.377,20.887,31.65,0.701,1.877,1.803,37.604,1.5153,1.4159,1.882
swatch_It_Cosmetics_#F6CEAB,pudding_foundation_shades,It Cosmetics - Light Medium (pink beige),cool,True,95.0,80,245.887,205.213,170.438,246.0,205.0,171.0,2.766,2.733,2.279,13.838,78.263,245.887,85.191,9.363,22.625,0.691,1.989,1.486,57.262,2.4166,1.1982,1.4427
swatch_Anastasia_Beverly_Hills_#613920,pudding_foundation_shades,Anastasia Beverly Hills - 500C (deep skin with a cool pink un,cool,True,95.0,80,96.588,56.4,31.55,96.0,56.5,31.5,2.402,2.62,2.355,11.463,171.662,96.588,28.123,15.2,22.85,0.818,1.853,1.566,-43.754,1.5033,1.7125,3.0614
swatch_It_Cosmetics_#E6A77C,pudding_foundation_shades,It Cosmetics - Neutral Tan (tan skin w/ clean neut,neutral,True,95.0,80,229.963,166.363,123.225,230.0,166.0,123.0,2.634,2.506,2.28,12.125,118.325,229.963,73.373,18.35,31.55,0.64,1.831,1.58,36.531,1.7193,1.3823,1.8662
swatch_Yves_Saint_Laurent_#D9A586,pudding_foundation_shades,Yves Saint Laurent - B60 Amber tan. neutral undertone,neutral,True,95.0,80,216.463,164.75,133.775,216.0,165.0,134.0,2.846,2.222,2.802,11.238,97.325,216.463,71.745,15.012,23.462,0.656,1.662,1.724,42.824,1.5629,1.3139,1.6181
swatch_bareMinerals_#ECB591,pudding_foundation_shades,bareMinerals - Aspen 04 (for fair neutral skin w/ ,neutral,True,95.0,80,235.05,180.262,144.287,235.0,181.0,144.0,2.474,2.328,2.623,11.9,98.45,235.05,77.593,15.188,26.0,0.625,1.55,1.517,46.703,1.7119,1.3039,1.629
swatch_MAC_#E9B697,pudding_foundation_shades,MAC - NW18 (beige w/ golden rose underton,cool,True,95.0,80,232.137,181.65,150.025,232.0,181.5,150.0,2.862,2.455,2.569,11.613,90.162,232.137,77.75,14.05,23.175,0.644,1.823,1.649,50.134,1.6495,1.2779,1.5473
swatch_PÜR_#ECE0D6,pudding_foundation_shades,PÜR - LN1 Porcelain (very fair skin w/ ne,neutral,True,95.0,80,235.738,223.438,213.575,236.0,223.0,214.0,2.783,2.597,2.448,13.488,24.087,235.738,89.75,2.575,6.4,0.693,1.634,1.411,80.854,2.4854,1.055,1.1038
swatch_Too_Faced_#B9703E,pudding_foundation_shades,Too Faced - Praline (medium tan with golden und,warm,True,95.0,80,184.575,111.412,61.987,184.0,112.0,62.0,2.328,2.553,2.695,12.113,169.375,184.575,54.147,24.512,39.237,0.681,1.739,1.622,6.033,1.6007,1.6567,2.9776
swatch_Beauty_Bakerie_#D0A072,pudding_foundation_shades,Beauty Bakerie - 331 Neutral,neutral,True,95.0,80,207.35,159.8,113.912,207.0,159.0,114.0,2.766,2.457,2.637,14.775,114.888,207.35,69.235,11.863,30.675,0.709,1.801,1.618,32.09,2.5859,1.2976,1.8203
swatch_Morphe_#B37347,pudding_foundation_shades,Morphe - F3.90 Warm (tan w/ peach undertones,warm,True,95.0,80,178.5,114.263,70.325,179.0,114.0,71.0,2.775,2.29,2.489,12.238,154.5,178.5,54.132,20.913,34.55,0.658,1.622,1.635,6.82,1.6521,1.5622,2.5382
swatch_bareMinerals_#DC9C70,pudding_foundation_shades,bareMinerals - Sandalwood 15 (for light neutral sk,neutral,True,95.0,80,219.812,155.4,111.675,219.5,156.0,111.5,3.194,2.591,2.583,12.113,125.475,219.812,69.471,19.087,32.438,0.674,2.158,1.716,30.974,1.6994,1.4145,1.9683
swatch_Juvia's_Place_#90452A,pudding_foundation_shades,Juvia's Place - 220 Dakar (for deep dark skin w/ wa,warm,True,95.0,80,142.887,67.812,41.55,143.0,68.0,42.0,2.697,2.242,2.626,7.737,180.812,142.887,38.078,29.712,30.337,0.619,1.682,1.781,-21.453,1.021,2.1071,3.4389
swatch_Clinique_#E2B096,pudding_foundation_shades,Clinique - Abundant Alabaster neutral pink sha,neutral,True,95.0,80,225.963,175.425,149.775,226.0,176.0,150.0,2.913,2.792,2.291,10.15,85.925,225.963,75.637,14.938,20.2,0.7,2.008,1.676,51.765,1.3523,1.2881,1.5087
swatch_NYX_Professional_Makeup_#946F4A,pudding_foundation_shades,NYX Professional Makeup - Nutmeg (medium deep w/ cool underto,cool,True,95.0,80,147.387,110.838,73.588,147.5,111.0,74.0,2.741,2.266,2.533,15.175,127.65,147.387,49.627,9.613,26.337,0.715,1.84,1.732,-0.81,2.7399,1.3298,2.0029
swatch_Dermablend_#AF7E48,pudding_foundation_shades,Dermablend - 60N Café Brown (tan skin with neutr,neutral,True,95.0,80,174.175,125.775,71.225,174.0,126.0,71.0,2.884,2.636,2.242,15.838,150.713,174.175,56.466,12.7,36.6,0.703,2.147,1.437,10.018,2.8819,1.3848,2.4454
swatch_Armani_Beauty_#DCB391,pudding_foundation_shades,"Armani Beauty - 5.1 light to medium, pink",cool,True,95.0,80,219.025,178.1,144.262,219.0,178.0,144.0,2.544,2.773,2.479,13.575,86.987,219.025,75.49,10.113,22.95,0.779,1.739,1.702,48.002,2.2695,1.2298,1.5182
swatch_NARS_#774C39,pudding_foundation_shades,NARS - Iguacu D3 - for dark skin with neut,neutral,True,95.0,80,118.825,75.725,56.35,119.0,76.0,57.0,3.04,2.544,2.66,9.3,134.05,118.825,36.642,15.912,19.05,0.841,1.989,2.043,-35.038,1.1972,1.5692,2.1087
swatch_Tarte_#D8B091,pudding_foundation_shades,Tarte - 27N Light-Medium Neutral (light to ,neutral,True,95.0,80,215.125,175.625,144.488,215.0,175.5,144.0,2.777,2.477,2.318,13.262,83.688,215.125,74.505,9.938,21.3,0.703,1.742,1.453,49.002,2.1434,1.2249,1.4889
swatch_bareMinerals_#A47465,pudding_foundation_shades,bareMinerals - Sienna 10 for deep cool skin with r,cool,True,95.0,80,163.25,115.862,100.487,163.0,116.0,100.0,2.839,2.386,2.655,7.35,97.987,163.25,53.23,16.637,15.887,0.679,1.945,1.681,11.493,0.9549,1.409,1.6246
swatch_COVER_FX_#F5C2AF,pudding_foundation_shades,COVER FX - P30 (light to medium light skin w/ ,cool,True,95.0,80,245.125,193.387,174.6,245.0,193.5,174.0,2.891,2.261,2.488,8.012,73.275,245.125,82.358,15.85,16.525,0.609,1.652,1.525,62.947,1.0426,1.2675,1.4039
swatch_Au_Naturale_#D1A580,pudding_foundation_shades,Au Naturale - Seville (neutral to light olive und,neutral,True,95.0,80,208.863,164.425,127.475,209.0,165.0,127.0,2.787,2.355,2.608,13.613,99.325,208.863,70.779,11.488,25.438,0.659,1.732,1.564,39.245,2.2144,1.2703,1.6385
swatch_Charlotte_Tilbury_#D6B19A,pudding_foundation_shades,Charlotte Tilbury - 3.5 warm golden-beige for fair skin,warm,True,95.0,80,213.363,176.312,153.65,213.0,176.0,154.0,3.107,2.737,2.693,11.4,71.287,213.363,74.706,10.1,16.65,0.764,1.901,1.636,56.023,1.6485,1.2101,1.3886
swatch_MAC_#ECCFBA,pudding_foundation_shades,MAC - NW15 (very fair w/ neutral underton,cool,True,95.0,80,235.963,206.938,185.75,236.0,207.0,185.0,2.595,2.628,2.795,12.637,54.237,235.963,85.054,6.938,14.275,0.679,1.866,1.864,67.842,2.0577,1.1403,1.2703
swatch_The_Ordinary_#F7E5D3,pudding_foundation_shades,The Ordinary - 1.1 P (fair w/ pink undertones),cool,True,95.0,80,246.688,228.662,210.363,247.0,229.0,210.5,2.406,2.275,2.599,15.088,37.5,246.688,91.858,3.175,11.05,0.562,1.73,1.588,75.212,3.4803,1.0788,1.1727
swatch_Urban_Decay_Cosmetics_#C6A788,pudding_foundation_shades,Urban Decay Cosmetics - 40NN (light-medium neutral w/ neutr,neutral,True,95.0,80,197.562,166.188,135.062,198.0,166.0,135.0,2.687,2.281,2.379,14.938,80.6,197.562,70.265,6.888,20.438,0.629,1.732,1.603,44.757,2.9673,1.1888,1.4627
swatch_Juice_Beauty_#9D6E55,pudding_foundation_shades,Juice Beauty - 26 Tawny (for deep skin w/ pink und,cool,True,95.0,80,156.2,109.2,85.175,156.0,109.0,85.0,2.943,2.353,2.201,10.125,115.9,156.2,50.402,15.662,20.887,0.752,1.739,1.605,1.102,1.3336,1.4304,1.8339
swatch_Natasha_Denona_#EACAAB,pudding_foundation_shades,Natasha Denona - #42NY medium with neutral-yellow un,neutral,True,95.0,80,233.75,201.3,170.675,233.5,201.0,171.0,2.935,2.182,2.805,14.6,68.737,233.75,83.137,6.888,19.525,0.565,1.725,1.688,59.493,2.8348,1.1612,1.3696
swatch_MAC_#EAAF8C,pudding_foundation_shades,MAC - NW25 (rosy beige w/ neutral underto,cool,True,95.0,80,233.85,174.238,139.2,234.0,174.0,139.0,2.929,2.309,2.69,11.125,103.213,233.85,75.956,17.4,26.425,0.667,1.779,1.759,44.487,1.5187,1.3421,1.68
swatch_Laura_Mercier_#C88C5B,pudding_foundation_shades,Laura Mercier - Praline (medium with cool undertone,cool,True,95.0,80,199.363,139.412,90.188,199.0,139.0,90.0,2.843,2.375,2.275,13.5,139.625,199.363,62.985,17.387,35.312,0.7,1.806,1.521,20.19,2.0309,1.43,2.2105
swatch_Gucci_#BF7E59,pudding_foundation_shades,Gucci - 420N medium deep with neutral under,neutral,True,95.0,80,190.5,125.737,88.812,190.0,126.0,89.0,3.11,2.458,2.807,10.812,136.137,190.5,58.627,21.15,30.262,0.757,1.644,1.967,15.912,1.4309,1.5151,2.145
swatch_SMITH_&_CULT_#EBC8B0,pudding_foundation_shades,SMITH & CULT - 110 Neutral (very fair skin w/ neut,neutral,True,95.0,80,235.037,199.887,175.537,235.0,200.0,175.5,2.973,2.535,2.121,12.35,64.55,235.037,83.015,8.8,16.788,0.756,1.552,1.412,63.047,1.9077,1.1758,1.339
swatch_bareMinerals_#D9A873,pudding_foundation_shades,bareMinerals - Pecan 18 for medium-tan neutral ski,neutral,True,95.0,80,217.062,167.8,114.35,217.0,168.0,114.0,2.776,2.221,2.82,15.55,120.625,217.062,72.245,11.55,34.513,0.647,1.604,1.725,32.804,2.9881,1.2936,1.8982
